image_id,class_name,bboxes,scores
000000212166.jpg,['person'],"[[64.94555, 7.8315845, 555.35205, 430.5852]]",[0.89]
000000172571.jpg,"['wine glass', 'cup', 'knife', 'knife', 'person', 'dining table', 'pizza']","[[486.21106, 0.0, 626.4912, 207.77551], [181.56934, 12.994652, 268.43155, 131.10187], [272.36816, 85.73384, 361.43405, 147.9169], [297.69785, 45.022, 423.58914, 178.6632], [271.13773, 1.4835335, 492.6884, 73.559], [63.188473, 32.596603, 640.0, 355.69675], [99.03937, 118.64335, 528.34204, 347.11942]]","[0.899, 0.842, 0.879, 0.886, 0.809, 0.833, 0.86]"
000000294831.jpg,"['pizza', 'laptop', 'dining table', 'person']","[[175.71187, 113.9369, 520.58167, 305.9533], [484.16888, 12.569986, 630.261, 130.8686], [18.872023, 16.09413, 604.18994, 356.41357], [517.14343, 148.54868, 639.3945, 354.55072]]","[0.996, 0.97, 0.862, 0.833]"
000000084431.jpg,"['tv', 'person', 'pizza']","[[86.60953, 70.479904, 255.64128, 189.77652], [118.80586, 81.35506, 206.64203, 168.81157], [28.236923, 253.45497, 335.35114, 545.27386]]","[0.904, 0.988, 0.991]"
000000323355.jpg,"['person', 'pizza', 'person', 'dining table']","[[103.55552, 31.923315, 442.76962, 640.0], [87.29657, 349.4415, 283.83386, 500.5], [391.6894, 482.09207, 480.00003, 640.0], [10.399475, 309.4381, 356.07196, 619.76056]]","[0.918, 0.993, 0.829, 0.924]"
000000355325.jpg,"['wine glass', 'spoon', 'dining table', 'cup', 'bowl', 'cup']","[[83.48605, 0.0, 361.11783, 320.2799], [46.04, 95.32823, 122.92217, 170.22891], [0.0, 138.39757, 478.00003, 605.8113], [292.33533, 94.09089, 458.94427, 287.1092], [34.57932, 102.60346, 198.91347, 222.23425], [397.71124, 85.95204, 477.9793, 188.9466]]","[0.909, 0.964, 0.805, 0.873, 0.84, 0.899]"
000000100582.jpg,"['carrot', 'broccoli']","[[372.36978, 156.50755, 471.2351, 188.90343], [117.307594, 243.89824, 281.14874, 331.81277]]","[0.807, 0.934]"
000000555412.jpg,"['carrot', 'broccoli', 'broccoli', 'carrot', 'broccoli']","[[321.71524, 107.94933, 433.86456, 145.7617], [5.280344, 205.41626, 172.96169, 344.08292], [311.11594, 192.50415, 397.35666, 314.5332], [436.48322, 95.380714, 478.62897, 132.609], [5.3876195, 85.98561, 188.34555, 223.25403]]","[0.901, 0.992, 0.946, 0.883, 0.874]"
000000004495.jpg,"['tv', 'chair', 'couch']","[[190.39291, 110.73925, 260.18417, 176.24382], [4.8434205, 162.92004, 156.98245, 323.32874], [206.24127, 200.19264, 500.0, 372.31396]]","[0.946, 0.97, 0.861]"
000000009483.jpg,"['person', 'keyboard', 'mouse', 'tv', 'tie', 'person']","[[40.4777, 69.4866, 179.862, 470.69986], [306.3642, 317.5933, 423.53497, 364.70648], [375.11798, 361.98972, 409.60388, 378.55124], [450.45883, 211.38637, 577.0534, 345.0148], [108.40251, 142.70819, 128.91199, 212.4671], [301.95413, 76.02116, 377.50134, 237.81795]]","[0.863, 0.919, 0.923, 0.893, 0.819, 0.915]"
000000326082.jpg,"['tv', 'chair', 'chair', 'dining table', 'chair', 'couch', 'bowl', 'chair', 'chair', 'chair', 'cup']","[[230.61198, 202.73526, 271.83237, 232.7037], [484.34766, 255.38489, 568.76154, 408.46878], [530.6347, 224.4718, 579.1367, 245.73482], [446.61105, 234.16931, 621.5331, 411.45682], [454.1128, 231.58157, 494.41046, 360.14713], [5.4474134, 261.69406, 308.58694, 417.15378], [520.34015, 242.04459, 576.41345, 261.37436], [610.8112, 237.94435, 635.45654, 289.01346], [545.24896, 225.38223, 567.3861, 246.30531], [24.670301, 209.52084, 139.14531, 311.90204], [254.87775, 269.8688, 263.8692, 280.75897]]","[0.96, 0.924, 0.938, 0.931, 0.901, 0.981, 0.903, 0.922, 0.9, 0.882, 0.862]"
000000398237.jpg,"['person', 'kite', 'frisbee']","[[277.69437, 114.10983, 400.988, 384.62207], [480.37076, 33.063385, 534.6257, 96.417465], [88.29053, 240.39444, 254.06448, 333.22354]]","[0.8, 0.944, 0.986]"
000000507223.jpg,"['person', 'person', 'person', 'baseball glove', 'person', 'person', 'baseball bat', 'person']","[[102.32661, 89.15576, 302.89124, 630.4673], [2.6807923, 199.84071, 142.62744, 634.1694], [247.51118, 220.34169, 478.6989, 640.0], [375.92606, 422.0677, 460.19565, 511.90036], [243.3818, 10.982151, 292.67148, 40.849594], [159.31161, 0.5063628, 247.1405, 47.763756], [124.120026, 263.41263, 270.84537, 323.56662], [95.0954, 0.8114195, 166.12276, 52.956547]]","[0.88, 0.978, 0.808, 0.841, 0.81, 0.924, 0.935, 0.829]"
000000031050.jpg,"['vase', 'vase', 'vase', 'potted plant']","[[159.07454, 313.17572, 283.38123, 570.4035], [358.20364, 517.83545, 427.0, 639.7922], [1.0658243, 165.40056, 61.87562, 324.5974], [28.970499, 0.08356573, 281.6136, 564.53094]]","[0.862, 0.828, 0.933, 0.817]"
000000239537.jpg,"['person', 'sports ball', 'tennis racket']","[[270.47144, 23.830296, 532.406, 393.6057], [210.08702, 257.94214, 229.32167, 275.07208], [273.9607, 222.8391, 321.31927, 315.36273]]","[0.913, 0.914, 0.925]"
000000340930.jpg,['cell phone'],"[[139.86024, 396.8679, 243.56264, 477.68802]]",[0.873]
000000011813.jpg,"['traffic light', 'chair', 'chair', 'traffic light']","[[185.27847, 114.66507, 218.22336, 158.78172], [0.0, 333.18604, 91.36189, 425.9677], [4.939323, 369.8816, 164.48282, 494.2886], [187.26274, 116.550095, 242.74269, 154.062]]","[0.803, 0.969, 0.959, 0.961]"
000000281414.jpg,"['person', 'cell phone', 'potted plant', 'person']","[[81.28012, 114.234276, 337.96133, 586.67615], [201.95465, 250.63481, 231.9551, 262.21335], [263.13364, 126.45146, 440.38278, 324.05875], [95.596245, 103.70277, 260.2864, 417.03125]]","[0.984, 0.864, 0.913, 0.924]"
000000537991.jpg,"['cell phone', 'person', 'cell phone', 'laptop', 'couch']","[[247.25688, 206.77682, 290.03857, 251.58647], [85.606094, 13.382575, 380.44226, 468.71536], [156.50609, 168.84105, 205.70528, 236.0439], [460.07297, 329.52548, 638.43536, 477.37802], [0.0024185039, 190.16788, 398.87888, 470.06384]]","[0.826, 0.807, 0.953, 0.833, 0.86]"
000000284282.jpg,['cup'],"[[347.78668, 32.668873, 386.41623, 69.38192]]",[0.869]
000000321333.jpg,"['person', 'person', 'teddy bear', 'knife']","[[291.7582, 43.041405, 628.6297, 388.06897], [26.984915, 18.492218, 349.68564, 388.2375], [122.59, 202.6451, 324.69528, 374.07275], [521.4156, 290.86447, 593.7722, 352.2536]]","[0.897, 0.918, 0.931, 0.823]"
000000521282.jpg,['vase'],"[[74.02874, 330.51062, 290.5406, 637.3305]]",[0.942]
000000108026.jpg,"['keyboard', 'person', 'person', 'person']","[[0.0, 115.41767, 259.87592, 426.58035], [93.240585, 2.8806212, 633.0365, 419.50525], [337.62552, 209.67004, 618.4932, 410.27774], [296.90875, 83.27795, 629.5763, 425.55484]]","[0.998, 0.899, 0.998, 0.956]"
000000243204.jpg,"['person', 'cake']","[[137.89369, 83.88293, 472.8342, 640.0], [46.95524, 452.5171, 121.76992, 533.73364]]","[0.885, 0.881]"
000000177935.jpg,"['oven', 'knife', 'knife', 'knife', 'spoon', 'clock', 'knife', 'knife']","[[17.218983, 223.04124, 445.4479, 633.6995], [69.65851, 183.61896, 104.27121, 226.31087], [78.50333, 230.53937, 101.12553, 250.30957], [80.09253, 179.0962, 106.8551, 218.22859], [6.3625264, 157.16934, 39.963272, 209.44537], [279.82288, 160.94185, 314.5293, 191.83475], [60.705307, 191.60983, 99.63681, 241.33946], [79.17856, 233.66638, 92.46766, 251.12358]]","[0.882, 0.836, 0.919, 0.996, 0.862, 0.937, 0.902, 0.959]"
000000038829.jpg,"['person', 'person', 'person', 'person', 'motorcycle', 'person', 'bicycle', 'motorcycle', 'motorcycle']","[[444.30804, 123.32564, 541.1157, 317.48907], [216.36185, 86.427025, 346.96783, 389.7261], [582.54584, 138.64914, 637.3729, 251.4108], [312.00275, 102.41522, 412.5591, 365.80515], [0.0, 237.83316, 101.56276, 386.21057], [410.44193, 127.34267, 455.36328, 229.62352], [105.84764, 217.75687, 409.5546, 407.95508], [535.132, 169.10284, 637.81757, 243.80045], [355.22308, 201.08585, 632.39484, 362.60934]]","[0.916, 0.941, 0.944, 0.859, 0.809, 0.867, 0.948, 0.852, 0.831]"
000000397327.jpg,"['toilet', 'sink']","[[129.23476, 89.050995, 291.03238, 418.69208], [332.62686, 59.51914, 574.3878, 169.6617]]","[0.934, 0.82]"
000000501523.jpg,"['cat', 'bottle', 'bottle', 'sink']","[[227.53748, 122.57568, 480.42206, 382.20734], [537.5989, 39.08131, 598.64044, 181.57054], [461.11438, 0.24211122, 541.6707, 156.4276], [118.56154, 70.369194, 623.3806, 435.17136]]","[0.812, 0.841, 0.846, 0.955]"
000000555050.jpg,"['car', 'traffic light', 'traffic light', 'traffic light', 'traffic light', 'car', 'person', 'car', 'dog', 'chair']","[[4.9099636, 175.45102, 235.65993, 268.5838], [3.1759949, 51.270027, 37.45172, 132.21431], [438.1161, 85.735504, 459.17224, 149.3115], [198.38702, 103.9061, 218.65753, 136.12839], [104.09655, 77.49685, 120.873085, 112.29168], [0.0, 150.0244, 7.144883, 166.79681], [102.76148, 188.04402, 124.211395, 210.98317], [39.51801, 147.17235, 65.88044, 170.5469], [223.47618, 173.36893, 278.36905, 225.57361], [314.5896, 194.14856, 335.92758, 229.62839]]","[0.965, 0.899, 0.85, 0.964, 0.866, 0.867, 0.844, 0.883, 0.983, 0.917]"
000000376442.jpg,"['toilet', 'teddy bear']","[[91.30091, 103.28717, 458.17737, 597.5007], [166.55182, 371.75943, 268.59393, 512.86346]]","[0.81, 0.814]"
000000187243.jpg,"['person', 'toilet']","[[4.321088, 230.54031, 321.766, 633.6748], [282.96533, 54.467728, 414.35107, 351.28693]]","[0.833, 0.872]"
000000356347.jpg,['bowl'],"[[9.734038, 0.0, 426.49915, 471.7604]]",[0.818]
000000293044.jpg,"['bowl', 'carrot', 'carrot']","[[21.752373, 18.716196, 92.62104, 82.929985], [89.7501, 17.628244, 151.99815, 75.88187], [117.14699, 39.241436, 146.45728, 75.53397]]","[0.858, 0.845, 0.971]"
000000560279.jpg,"['toilet', 'vase', 'bottle']","[[183.15324, 163.13228, 435.76306, 593.3034], [330.32254, 77.54794, 370.2841, 170.63997], [241.68285, 80.526566, 303.91534, 183.04828]]","[0.886, 0.973, 0.836]"
000000042276.jpg,"['toilet', 'potted plant', 'handbag', 'person']","[[55.974228, 12.841424, 157.90811, 242.72063], [163.67032, 15.140584, 246.18442, 148.13487], [160.95361, 189.63498, 216.50375, 227.32866], [1.2448043, 8.767534, 55.624916, 328.5374]]","[0.955, 0.991, 0.906, 0.987]"
000000534827.jpg,"['person', 'motorcycle', 'person', 'motorcycle', 'motorcycle', 'motorcycle', 'person']","[[383.53412, 231.30017, 492.8557, 417.67877], [31.596207, 298.20734, 257.0211, 408.2797], [102.281105, 224.62045, 192.91185, 382.12076], [304.96512, 317.39832, 542.8237, 451.64078], [546.45374, 296.69962, 609.8377, 411.252], [305.31415, 294.96143, 381.16525, 373.2262], [352.3265, 250.88713, 415.88602, 391.5104]]","[0.906, 0.847, 0.996, 0.881, 0.871, 0.923, 0.992]"
000000190756.jpg,"['motorcycle', 'person']","[[113.488945, 92.812836, 481.02643, 411.1533], [138.8564, 37.161907, 408.42276, 188.98012]]","[0.812, 0.945]"
000000482917.jpg,"['tv', 'dog', 'person', 'person']","[[243.8095, 0.20053267, 412.7208, 68.78078], [42.614307, 73.87851, 279.1274, 364.9288], [0.55104125, 146.77164, 138.2393, 364.71484], [11.852844, 88.16203, 234.48654, 360.2973]]","[0.883, 0.943, 0.924, 0.844]"
000000300659.jpg,"['airplane', 'airplane', 'airplane', 'airplane', 'airplane', 'airplane', 'airplane']","[[311.43146, 222.06549, 340.34314, 269.44653], [308.47128, 164.61171, 336.7959, 212.12312], [306.77612, 282.53748, 335.66803, 330.79272], [254.49864, 179.02933, 284.16733, 226.75009], [269.59244, 114.954285, 296.83304, 162.857], [203.42856, 193.81503, 233.04347, 240.06944], [229.26535, 61.8106, 253.97963, 110.90403]]","[0.977, 0.97, 0.987, 0.863, 0.82, 0.93, 0.929]"
000000199977.jpg,['airplane'],"[[87.324646, 144.81757, 225.6399, 318.1869]]",[0.902]
000000442480.jpg,"['person', 'truck', 'truck', 'airplane', 'airplane']","[[256.2857, 236.88564, 270.30142, 268.4045], [48.215057, 220.28484, 150.22891, 275.75427], [453.57816, 225.93768, 515.125, 259.6816], [46.311577, 125.91136, 573.5236, 298.27322], [398.4412, 133.84135, 570.3292, 248.91805]]","[0.888, 0.912, 0.915, 0.913, 0.864]"
000000384350.jpg,"['airplane', 'airplane']","[[30.183311, 45.311592, 632.71844, 261.93417], [33.176117, 79.65378, 495.66956, 176.49597]]","[0.834, 0.81]"
000000383621.jpg,['airplane'],"[[46.956543, 202.18462, 438.14966, 303.13663]]",[0.955]
000000189828.jpg,['airplane'],"[[368.20007, 98.34399, 566.1896, 203.62006]]",[0.84]
000000412894.jpg,"['person', 'traffic light', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'handbag', 'person', 'person', 'person', 'person', 'person', 'person', 'handbag', 'handbag']","[[98.600914, 514.18396, 153.0304, 639.4417], [307.47992, 340.4148, 356.90436, 473.0067], [163.09525, 520.0972, 210.0554, 636.042], [198.18158, 485.08655, 243.4585, 617.2745], [242.8578, 487.91074, 285.0329, 616.4872], [0.0, 537.7305, 63.22771, 639.84534], [359.49323, 480.64035, 416.6205, 599.7479], [63.61607, 466.0761, 103.833626, 540.87744], [276.70493, 542.8546, 320.10516, 638.4464], [398.8312, 474.76678, 426.16687, 593.62695], [396.4409, 408.75653, 408.05087, 440.42648], [32.461224, 571.7027, 55.05976, 637.7713], [360.12518, 418.45508, 377.30557, 469.49533], [195.18213, 431.91107, 212.15685, 486.71927], [37.280632, 481.37277, 80.25718, 536.6455], [0.13566092, 443.61078, 17.600388, 514.3076], [317.8457, 523.15546, 378.0128, 629.4517], [201.68527, 467.47083, 245.95547, 520.841], [239.8231, 561.82477, 254.00426, 595.9067], [207.44095, 506.5569, 235.12976, 556.0989]]","[0.964, 0.945, 0.907, 0.973, 0.809, 0.822, 0.902, 0.994, 0.829, 0.905, 0.999, 0.951, 1.0, 0.889, 0.925, 0.928, 0.888, 0.836, 0.889, 0.975]"
000000537153.jpg,"['bench', 'person', 'person']","[[408.47388, 361.20465, 466.3067, 393.17203], [428.6439, 352.98886, 440.79694, 382.5391], [441.13217, 353.3198, 454.60703, 386.0513]]","[0.856, 0.892, 0.828]"
000000361103.jpg,"['person', 'person', 'person', 'person', 'traffic light', 'person', 'person', 'person', 'person', 'potted plant', 'person', 'person', 'traffic light', 'person', 'dog', 'bicycle', 'backpack', 'potted plant', 'bicycle', 'person']","[[273.01178, 299.57407, 333.95193, 418.8068], [313.36215, 238.10992, 343.58154, 324.96262], [525.078, 219.4244, 545.9658, 291.95728], [473.68185, 386.92023, 509.03906, 425.84647], [494.15628, 119.3318, 528.88416, 232.20125], [579.8395, 194.49522, 597.3803, 245.94563], [497.69565, 234.59648, 524.37164, 315.1271], [544.0738, 221.92465, 563.6468, 302.88852], [597.02563, 202.21448, 613.3815, 247.35916], [470.36996, 219.51878, 496.59775, 266.7239], [562.9069, 201.72238, 585.3307, 254.09296], [616.04895, 198.8424, 628.1137, 232.47981], [609.4753, 155.4209, 621.1457, 187.25027], [497.0184, 300.24457, 535.7438, 426.1417], [498.6405, 287.9962, 538.291, 354.1293], [329.76837, 275.2185, 342.9941, 315.8414], [519.03644, 361.35995, 545.29596, 414.82324], [451.85483, 169.12657, 490.86356, 265.51138], [541.35645, 270.9149, 561.5313, 331.4453], [368.174, 213.50984, 380.59686, 257.32022]]","[0.948, 0.873, 0.847, 0.918, 0.851, 0.969, 0.845, 0.871, 0.869, 0.867, 0.932, 0.943, 0.939, 0.875, 0.969, 0.889, 0.819, 0.855, 0.877, 0.92]"
000000392722.jpg,"['person', 'person', 'bus', 'person', 'person', 'car', 'car', 'car', 'car', 'car', 'handbag', 'car', 'handbag', 'person', 'person', 'person']","[[533.96246, 250.90164, 574.0934, 367.07397], [572.882, 252.20561, 624.92633, 384.67453], [433.2598, 142.34064, 639.3363, 346.73947], [455.621, 252.01198, 485.25098, 344.6981], [318.4971, 263.21848, 339.37817, 318.6879], [395.27, 269.48117, 432.6764, 290.0389], [379.50204, 268.65472, 402.13635, 287.26334], [298.83063, 263.36227, 321.77704, 291.24408], [357.87473, 268.15594, 382.03323, 285.76862], [307.8942, 265.63705, 350.07303, 294.12668], [571.54376, 302.70117, 585.7409, 331.38284], [332.37988, 264.46094, 354.65256, 292.73694], [570.5844, 270.38245, 587.22003, 331.3528], [279.103, 264.33478, 288.63278, 293.21402], [512.59906, 249.05736, 527.5536, 268.18585], [603.7843, 237.98936, 618.79425, 269.84952]]","[0.966, 0.823, 0.965, 0.839, 0.961, 0.972, 0.957, 0.971, 0.897, 0.983, 0.881, 0.883, 0.977, 0.915, 0.855, 0.978]"
000000338560.jpg,"['fire hydrant', 'car', 'car', 'car', 'traffic light', 'car', 'traffic light', 'car']","[[135.50937, 151.59634, 316.02844, 612.3365], [0.0, 166.13911, 60.932472, 205.67656], [58.004784, 164.27434, 136.98174, 200.80766], [406.74402, 154.00488, 466.6273, 182.20914], [264.62326, 120.725136, 274.384, 141.38852], [35.34265, 165.10544, 81.54554, 181.07896], [155.35359, 103.002335, 171.93471, 111.991745], [113.85023, 160.47816, 177.60913, 196.45425]]","[0.977, 0.89, 0.827, 0.823, 0.832, 0.92, 0.926, 0.805]"
000000264535.jpg,"['person', 'bench', 'person', 'person', 'person']","[[373.7125, 159.70361, 600.50555, 482.19], [43.84432, 258.50513, 577.0819, 529.4545], [574.08984, 240.1021, 593.86017, 292.7662], [503.78867, 241.53996, 518.2874, 294.29135], [474.54822, 241.62749, 489.78583, 269.3144]]","[0.936, 0.968, 0.948, 0.809, 0.804]"
000000295231.jpg,"['sheep', 'sheep', 'sheep', 'sheep', 'sheep', 'sheep', 'sheep', 'sheep', 'sheep']","[[346.77008, 61.981964, 475.72717, 213.01158], [23.492542, 199.87007, 347.26443, 618.67773], [322.87378, 166.15578, 459.26077, 309.9985], [7.08111, 103.97921, 196.43648, 241.95587], [141.7039, 109.24108, 346.28754, 239.18678], [0.0, 223.29825, 275.47025, 445.24683], [344.24542, 133.85452, 470.5855, 272.4293], [158.04059, 162.89746, 266.72916, 239.38719], [145.40776, 321.13632, 331.6269, 621.1834]]","[0.898, 0.81, 0.974, 0.851, 0.906, 0.821, 0.899, 0.868, 0.9]"
000000154947.jpg,['sheep'],"[[230.81766, 434.5383, 398.5864, 605.9044]]",[0.883]
000000212559.jpg,"['sheep', 'sheep', 'sheep', 'sheep', 'sheep', 'sheep', 'sheep', 'sheep']","[[7.942789, 240.53383, 412.81335, 478.2091], [407.3681, 187.4132, 519.1123, 253.79988], [273.95493, 151.37587, 363.51523, 218.78621], [213.12517, 142.52591, 294.60657, 254.23116], [526.8854, 183.18521, 619.3332, 238.8745], [510.9606, 102.50704, 589.04193, 172.13016], [584.2855, 111.79109, 639.8562, 199.9304], [513.92267, 151.0493, 594.6513, 189.21446]]","[0.983, 0.874, 0.946, 0.82, 0.947, 0.925, 0.891, 0.948]"
000000458755.jpg,"['person', 'sheep', 'person', 'sheep', 'sheep']","[[162.96361, 26.314655, 563.98315, 476.5309], [12.547564, 20.84774, 373.84494, 298.8998], [564.9966, 1.8904313, 639.05927, 139.6702], [1.9240938, 13.353452, 184.99257, 292.9962], [63.490734, 90.65459, 312.18234, 324.9209]]","[0.88, 0.967, 0.928, 0.878, 0.917]"
000000104782.jpg,['stop sign'],"[[251.68185, 55.638916, 319.29272, 362.94098]]",[0.839]
000000315257.jpg,"['bowl', 'bird']","[[74.75425, 370.73148, 537.39514, 493.56104], [87.49808, 103.865715, 561.542, 416.25186]]","[0.941, 0.878]"
000000130599.jpg,"['person', 'giraffe']","[[0.6581262, 112.82676, 477.69775, 469.96423], [363.0964, 61.276897, 524.069, 269.66174]]","[0.963, 0.976]"
000000227187.jpg,"['bird', 'bird', 'banana', 'banana', 'bird', 'banana', 'bird', 'banana']","[[380.01474, 205.88652, 458.23932, 256.45978], [86.289665, 191.61974, 177.64514, 254.17683], [148.16933, 301.19638, 252.87482, 326.6235], [310.48486, 274.66946, 400.5292, 297.96878], [115.23713, 159.68535, 167.19467, 199.8195], [218.12868, 246.3754, 274.80588, 301.5744], [0.0, 213.3486, 42.34954, 252.65457], [220.7631, 223.10995, 317.91953, 301.23926]]","[0.957, 0.879, 0.948, 0.934, 0.851, 0.913, 0.885, 0.949]"
000000151662.jpg,['giraffe'],"[[52.323853, 156.42258, 479.80466, 427.74905]]",[0.901]
000000523811.jpg,['bird'],"[[107.0846, 182.38089, 221.17378, 305.36984]]",[0.994]
000000456559.jpg,['person'],"[[136.33588, 46.499874, 632.7424, 473.64722]]",[0.831]
000000101068.jpg,['person'],"[[396.6312, 83.80849, 636.7566, 419.22867]]",[0.879]
000000140640.jpg,"['person', 'person', 'person', 'potted plant', 'cake', 'cake', 'cake', 'cake']","[[436.08093, 91.387215, 597.8843, 385.70013], [265.5994, 50.316784, 492.06958, 415.23114], [110.632965, 77.54652, 303.08008, 421.78964], [421.5458, 7.7991314, 581.65344, 131.62726], [479.3256, 360.35175, 592.1137, 421.8964], [413.04105, 395.0479, 452.56827, 423.6709], [446.5714, 386.0682, 488.72546, 424.61368], [482.03943, 395.00055, 516.2176, 425.25925]]","[0.981, 0.952, 0.931, 0.857, 0.975, 0.846, 0.858, 0.831]"
000000516708.jpg,['traffic light'],"[[168.46692, 303.52365, 184.07448, 325.05417]]",[0.834]
000000544605.jpg,['traffic light'],"[[286.2056, 309.40228, 321.9075, 347.94388]]",[0.948]
000000385190.jpg,"['person', 'person', 'person', 'person', 'person', 'person']","[[201.51257, 149.27678, 228.90164, 222.38235], [9.752561, 198.04225, 25.432451, 239.74442], [249.11148, 161.68224, 272.75143, 196.92105], [51.99638, 109.44385, 181.10323, 234.57661], [315.85422, 134.04535, 332.03912, 190.82841], [0.19604628, 215.52919, 6.719975, 253.48686]]","[0.846, 0.922, 0.869, 0.988, 0.956, 0.832]"
000000338986.jpg,"['train', 'car', 'car', 'traffic light']","[[12.305111, 395.14188, 196.27948, 575.03864], [363.95566, 553.00946, 402.1907, 635.90955], [290.30222, 536.6276, 403.00003, 623.9292], [219.22775, 477.06293, 223.63197, 483.8406]]","[0.818, 0.95, 0.843, 0.863]"
000000053994.jpg,"['parking meter', 'car']","[[154.09372, 80.4954, 353.8342, 499.52982], [12.396861, 19.581573, 63.282745, 38.210873]]","[0.887, 0.924]"
000000061171.jpg,"['horse', 'cow', 'cow', 'cow']","[[0.03585615, 83.36862, 280.2363, 420.34503], [316.3452, 0.0, 468.5244, 155.29321], [116.60189, 0.0, 339.72998, 217.4179], [339.68863, 30.099373, 633.10596, 311.69556]]","[0.964, 0.954, 0.832, 0.978]"
000000314034.jpg,"['cow', 'cow', 'cow', 'cow', 'cow', 'cow', 'bird', 'cow', 'cow', 'cow', 'cow', 'cow', 'bird', 'cow', 'bird', 'cow', 'bird', 'bird', 'bird']","[[26.941154, 207.3547, 94.08488, 242.96996], [490.60687, 219.19008, 571.1963, 275.84982], [135.65201, 215.55513, 224.78204, 267.65915], [416.43488, 222.2031, 462.50525, 276.9837], [426.30804, 188.80653, 497.5653, 225.53212], [142.86923, 198.20891, 211.39342, 230.13603], [458.10754, 292.2885, 484.91278, 302.87323], [243.51335, 216.18115, 278.87006, 279.207], [5.4504714, 190.67838, 53.520233, 216.1439], [363.87265, 222.76097, 412.79684, 279.39114], [276.3216, 217.33232, 313.2486, 280.22638], [108.64686, 197.92235, 160.84604, 231.8792], [124.82831, 114.91253, 138.77567, 137.73245], [222.95033, 203.3816, 282.4982, 237.81525], [402.36237, 297.17184, 432.22635, 313.9487], [240.04237, 184.87268, 286.86856, 207.93057], [502.77472, 293.2571, 529.2995, 303.4924], [320.54474, 296.65414, 345.89066, 307.9645], [399.90594, 294.8454, 409.72058, 308.89264]]","[0.812, 0.835, 0.831, 0.849, 0.875, 0.846, 0.93, 0.971, 0.887, 0.801, 0.923, 0.921, 0.907, 0.856, 0.967, 0.936, 0.887, 0.937, 0.88]"
000000291490.jpg,['cat'],"[[123.98208, 84.80717, 476.14163, 308.46323]]",[0.919]
000000152740.jpg,"['cow', 'cow', 'cow', 'cow', 'cow', 'cow', 'cow', 'cow', 'cow', 'cow', 'cow', 'cow', 'cow']","[[402.6036, 222.62169, 456.98563, 283.56635], [456.2428, 145.73108, 510.04245, 192.29347], [146.40152, 178.41312, 183.71825, 244.19841], [171.95598, 163.74133, 248.43364, 218.812], [484.8, 252.31561, 509.01526, 284.03278], [303.3015, 145.95967, 371.742, 198.31198], [350.23694, 124.46196, 368.8353, 149.3421], [270.9713, 140.51567, 308.79977, 184.21817], [92.01746, 109.20236, 115.69378, 143.38892], [411.54874, 107.93515, 439.65463, 139.29591], [179.30843, 130.06079, 226.52544, 165.87924], [584.3038, 249.11055, 639.68384, 279.39233], [536.45667, 115.30636, 574.2763, 146.41214]]","[0.803, 0.848, 0.928, 0.899, 0.937, 0.97, 0.858, 0.987, 0.913, 0.954, 0.87, 0.995, 0.984]"
000000024919.jpg,"['elephant', 'elephant']","[[286.69983, 149.80875, 517.6496, 303.31097], [115.13541, 147.12408, 325.8338, 294.84262]]","[0.885, 0.818]"
000000079837.jpg,"['boat', 'boat', 'boat', 'boat', 'boat', 'boat']","[[221.77586, 348.17126, 282.13474, 377.64563], [112.56278, 353.17874, 203.13077, 417.98984], [280.448, 341.5357, 358.4965, 361.9432], [1.0351342, 337.7225, 35.907887, 352.58325], [79.95418, 345.71982, 130.20186, 367.84882], [100.36979, 171.89053, 196.79555, 387.8728]]","[0.928, 0.924, 0.965, 0.908, 0.845, 0.825]"
000000021903.jpg,"['person', 'elephant', 'person']","[[324.59958, 224.97182, 554.7564, 478.88864], [3.9983914, 104.29869, 324.82968, 387.6937], [614.6211, 246.84004, 639.8029, 380.04178]]","[0.905, 0.815, 0.859]"
000000564133.jpg,"['elephant', 'elephant', 'elephant', 'elephant', 'elephant', 'elephant']","[[418.05402, 144.90762, 549.7166, 322.96323], [332.81586, 164.77539, 427.0751, 287.21445], [285.85712, 202.43211, 336.2856, 259.0589], [144.58914, 178.22395, 278.59024, 282.6666], [208.54608, 181.87282, 281.08954, 283.15436], [406.168, 181.86838, 450.63873, 303.83005]]","[0.924, 0.834, 0.861, 0.971, 0.978, 0.942]"
000000337055.jpg,"['person', 'person', 'suitcase']","[[136.93834, 0.0, 619.30005, 406.62994], [409.3469, 0.0, 627.4047, 315.74466], [432.14874, 272.25497, 635.7, 422.1664]]","[0.996, 0.888, 0.876]"
000000110638.jpg,"['elephant', 'elephant', 'elephant']","[[106.70018, 0.0, 576.5661, 346.13733], [2.4333673, 0.0, 123.02585, 304.77686], [227.72864, 137.6122, 433.42224, 342.05582]]","[0.966, 0.82, 0.813]"
000000034139.jpg,"['person', 'person', 'suitcase']","[[508.64905, 96.03008, 599.47546, 377.82593], [441.66776, 113.8825, 525.8903, 379.34097], [25.125286, 63.059456, 432.7885, 393.22495]]","[0.807, 0.988, 0.885]"
